company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,years_experience,phone,verification_status,services,coverage_area,profile_url,source_platform
Local TV Aerials & Satellites,,Aerial Installer,"Lewes, Brighton, Hove, Henfield, Hassocks, Ringmer, Newhaven, Worthing, Lancing, Littlehampton,",https://www.localtvaerialsandsatellites.co.uk/,4.85,55,,07307 208393,vetted; Verified; verified,,"Lewes, Brighton, Hove, Henfield, Hassocks, Ringmer, Newhaven, Worthing, Lancing, Littlehampton,",https://www.trustatrader.com/traders/local-tv-aerials-satellites-aerial-satellite-installation-newhaven-and-lewes,trustatrader
Wrights Solutions,,Aerial Installer,"Hertfordshire, Essex, London and surrounding areas",http://www.wrightssolutions.co.uk/,4.98,439,26,07360 267739,vetted; verified; Verified,,"Hertfordshire, Essex, London and surrounding areas",https://www.trustatrader.com/traders/wrights-solutions-aerial-satellite-installation-hatfield-and-hertford,trustatrader
"ESV Installations, Colchester",,Aerial Installer,"Essex, London & Hertfordshire",https://esv.org.uk/,4.89,9,,07732 456 166,vetted; Verified; verified,,"Essex, London & Hertfordshire",https://www.trustatrader.com/traders/esv-installations-audio-visual-installations-colchester-central,trustatrader
Advanced Aerials (AV) Ltd,,Aerial Installer,"All areas within 30 miles of Colchester including Epping, Loughton, Woodford, Buckhurst Hill, Ch",https://www.advanced-aerials.co.uk/,4.98,73,,07307 260225,"vetted; Verified; verified; Insurance
Verified",,"All areas within 30 miles of Colchester including Epping, Loughton, Woodford, Buckhurst Hill, Ch",https://www.trustatrader.com/traders/advanced-aerials-av-ltd-aerial-satellite-installation-colchester,trustatrader
ESV Installations,,Aerial Installer,"Essex, London & Hertfordshire",https://esv.org.uk/,4.89,9,,07732 456 166,vetted; Verified; verified,,"Essex, London & Hertfordshire",https://www.trustatrader.com/traders/esv-installations-aerial-satellite-installation-colchester-central,trustatrader
Flagship AV,,Aerial Installer,"Bury St Edmunds, Suffolk",https://www.flagshipav.co.uk/,4.97,28,,07307 281215,"vetted; Verified; verified; Insurance
Verified",,"Bury St Edmunds, Suffolk",https://www.trustatrader.com/traders/flagship-av-aerial-satellite-installation-bury-st-edmunds-west-and-ely-east,trustatrader
"ESV Installations, Colchester",,Aerial Installer,"Essex, London & Hertfordshire",https://esv.org.uk/,4.89,9,,07732 456 166,vetted; Verified; verified,,"Essex, London & Hertfordshire",https://www.trustatrader.com/traders/esv-installations-electricians-colchester-central,trustatrader
"ISS Aerial  & Satellites, Milton Keynes",,Aerial Installer,"Berkhamsted, Oxford, Harpenden, Milton Keynes, Bedford, Luton, Buckingham, Towcester, St Albans,",http://www.isselectrical.co.uk/,4.9,3130,,07307 209756,vetted; Verified; verified,,"Berkhamsted, Oxford, Harpenden, Milton Keynes, Bedford, Luton, Buckingham, Towcester, St Albans,",https://www.trustatrader.com/traders/iss-aerial-satellites-aerial-satellite-installation-northampton-south,trustatrader
Wrights Solutions,,Aerial Installer,"Hertfordshire, Essex, London and surrounding areas",http://www.wrightssolutions.co.uk/,4.98,439,26,07360 267739,vetted; verified; Verified,,"Hertfordshire, Essex, London and surrounding areas",https://www.trustatrader.com/traders/wrights-solutions-aerial-satellite-installation-dacorum-,trustatrader
Midland Aerial Services,,Aerial Installer,"Coventry, Warwickshire, and the West Midlands",https://midlandaerialservices.co.uk/,4.99,47,,07360 493980,"vetted; Verified; verified; Insurance
Verified",,"Coventry, Warwickshire, and the West Midlands",https://www.trustatrader.com/traders/midland-aerial-services-aerial-satellite-installation-coventry-west,trustatrader
"Advanced Aerials (AV) Ltd, Colchester",,Aerial Installer,"All areas within 30 miles of Colchester including Epping, Loughton, Woodford, Buckhurst Hill, Ch",https://www.advanced-aerials.co.uk/,4.98,73,,07307 260225,"vetted; Verified; verified; Insurance
Verified",,"All areas within 30 miles of Colchester including Epping, Loughton, Woodford, Buckhurst Hill, Ch",https://www.trustatrader.com/traders/advanced-aerials-av-ltd-audio-visual-installations-colchester,trustatrader
ISS Aerial & Satellites,,Aerial Installer,"Hitchin, Cambridge, St",http://www.isselectrical.co.uk/,4.9,3130,,07307 209756,vetted; Verified; verified,,"Hitchin, Cambridge, St",https://www.trustatrader.com/traders/iss-electrical-contractors-property-services-limited-aerial-satellite-installation-royston-sawbridgeworth-and-buntingford,trustatrader
"CVAS Aerial and Satellite Services, Bristol",,Aerial Installer,BS/BA/SN/GL/CF/NP/DT POST CODES,https://cvasaerialandsatellite.co.uk/,4.96,14,,07307 259867,vetted; Verified; verified,,BS/BA/SN/GL/CF/NP/DT POST CODES,https://www.trustatrader.com/traders/cvas-aerial-and-satellite-services-aerial-satellite-installation-bristol-5,trustatrader
Midland Digital Installations LTD,,Aerial Installer,Birmingham and all areas in the West Midlands,http://midland-digital.co.uk/,4.93,14,,07307 281603,vetted; Verified; verified,,Birmingham and all areas in the West Midlands,https://www.trustatrader.com/traders/midland-digital-installations-ltd-aerial-satellite-installation-solihul---castle-bromwich-kingshurst-smiths-wood-fordbridge-chelmsleywood-bickershill-meriden-elmdon-lymdon,trustatrader
R&G Satellite Services,,Aerial Installer,"West Midlands and Staffordshire areas including, Willenhall, Wolverhampton, Cannock, Sutton Cold",https://randgsatelliteservices.co.uk/,4.98,11,,07360 496342,vetted; Verified; verified,,"West Midlands and Staffordshire areas including, Willenhall, Wolverhampton, Cannock, Sutton Cold",https://www.trustatrader.com/traders/r-g-satellite-services-aerial-satellite-installation-wednesfield,trustatrader
"Flagship AV, Bury St. Edmunds",,Aerial Installer,"Bury St Edmunds, Suffolk",https://www.flagshipav.co.uk/,4.97,28,,07307 281215,"vetted; Verified; verified; Insurance
Verified",,"Bury St Edmunds, Suffolk",https://www.trustatrader.com/traders/flagship-av-plasma-lcd-tv-installation-bury-st-edmunds-west-and-ely-east,trustatrader
Airborne Aerials,,Aerial Installer,Peterborough and all surrounding areas,http://www.airborneaerials.co.uk/,4.99,50,,07307 204845,vetted; Verified; verified,,Peterborough and all surrounding areas,https://www.trustatrader.com/traders/airborne-aerials-aerial-satellite-installation-huntingdonshire,trustatrader
Wrights Solutions,,Aerial Installer,"Bedfordshire, Hertfordshire, Essex, London and surrounding areas",http://www.wrightssolutions.co.uk/,4.98,439,26,07360 267739,vetted; verified; Verified,,"Bedfordshire, Hertfordshire, Essex, London and surrounding areas",https://www.trustatrader.com/traders/wrights-solutions-aerial-satellite-installation-luton,trustatrader
NK Digital Installations,,Aerial Installer,"Nottingham, Derby and North Leicestershire",http://www.nkdigital.co.uk/,4.97,751,,07307 248662,"vetted; Verified; verified; Insurance
Verified",,"Nottingham, Derby and North Leicestershire",https://www.trustatrader.com/traders/nk-digital-installations-aerial-satellite-installation-long-eaton-beeston-stapleford-ilkeston-carlton,trustatrader
"ISS Aerial & Satellites, Preston",,Aerial Installer,"Lytham St Annes, Poulton, Clevleys, Lancaster, South Lakes, Darwen, Southport, Bolton and Manche",http://www.isselectrical.co.uk/,4.9,3130,,07307 209756,vetted; Verified; verified,,"Lytham St Annes, Poulton, Clevleys, Lancaster, South Lakes, Darwen, Southport, Bolton and Manche",https://www.trustatrader.com/traders/iss-aerial-satellites-aerial-satellite-installation-new-forest-north,trustatrader
ISS Aerial  & Satellites,,Aerial Installer,"Harpenden,St Albans, Luton, Dunstable, Leighton Buzzard, Hemel Hempstead, Watford, Stevenage, No",http://www.isselectrical.co.uk/,4.9,3130,,07307 209756,vetted; Verified; verified,,"Harpenden,St Albans, Luton, Dunstable, Leighton Buzzard, Hemel Hempstead, Watford, Stevenage, No",https://www.trustatrader.com/traders/iss-aerial-satellites-aerial-satellite-installation-bedford,trustatrader
Wrights Solutions,,Aerial Installer,"Hertfordshire, Essex, London and surrounding areas",http://www.wrightssolutions.co.uk/,4.98,439,26,07360 267739,vetted; verified; Verified,,"Hertfordshire, Essex, London and surrounding areas",https://www.trustatrader.com/traders/wrights-solutions-aerial-satellite-installation-chilterns,trustatrader
Transam Aerial Solutions,,Aerial Installer,Wythenshawe and all Greater Manchester areas,https://transam.tv/,4.98,31,,07360 274406,"vetted; Verified; verified; Insurance
Verified",,Wythenshawe and all Greater Manchester areas,https://www.trustatrader.com/traders/transam-aerial-solutions-aerial-satellite-installation-wythenshawe,trustatrader
ARG Telecommunications,,Aerial Installer,"Bolton, Manchester, Greater Manchester, Lancashire,",https://argtelecoms.co.uk/,5.0,20,,07307 298691,vetted; Verified; verified,,"Bolton, Manchester, Greater Manchester, Lancashire,",https://www.trustatrader.com/traders/arg-telecommunications-aerial-satellite-installation-bolton-north,trustatrader
Digitec Aerials,,Aerial Installer,"Preston, Leyland, Kirkham, Garstang, Lancaster, Morecambe, Carnforth, Kendal, Lytham St",https://digitec-aerials.co.uk/tv-aerial-installation/preston/,4.94,8,15,07361 582396,"vetted; Verified; verified; Insurance
Verified",,"Preston, Leyland, Kirkham, Garstang, Lancaster, Morecambe, Carnforth, Kendal, Lytham St",https://www.trustatrader.com/traders/digitec-aerial-and-satellite-services-aerial-satellite-installation-preston-central-,trustatrader
Advanced Connectivity Ltd,,Aerial Installer,the Northwest,http://advancedconnectivity.co.uk/,4.95,6,,07883 320421,"vetted; Verified; verified; Insurance
Verified",,the Northwest,https://www.trustatrader.com/traders/advanced-connectivity-ltd-aerial-satellite-installation-fleetwood-and-thornton,trustatrader
Peak View Aerials,,Aerial Installer,"County Durham and surrounding areas including Gateshead, Newcastle, Sunderland, Durham, Washingt",http://peakviewtv.co.uk/,5.0,22,,07307 200682,vetted; Verified; verified,,"County Durham and surrounding areas including Gateshead, Newcastle, Sunderland, Durham, Washingt",https://www.trustatrader.com/traders/peak-view-aerials-aerial-satellite-installation-durham-west,trustatrader
"Peak View Aerials, Stanley",,Aerial Installer,"County Durham and surrounding areas including Gateshead, Newcastle, Sunderland, Durham, Washingt",http://peakviewtv.co.uk/,5.0,22,,07307 200682,vetted; Verified; verified,,"County Durham and surrounding areas including Gateshead, Newcastle, Sunderland, Durham, Washingt",https://www.trustatrader.com/traders/peak-view-aerials-starlink-internet-installations-durham-west,trustatrader
"ARG Telecommunications, Bolton",,Aerial Installer,"Bolton, Manchester, Greater Manchester, Lancashire,",https://argtelecoms.co.uk/,5.0,20,,07307 298691,vetted; Verified; verified,,"Bolton, Manchester, Greater Manchester, Lancashire,",https://www.trustatrader.com/traders/arg-telecommunications-bolton-north,trustatrader
KD Comms,,Aerial Installer,"Glasgow, Edinburgh, West Scotland, Central Scotland & East Scotland",https://kdcomms.tv/,4.96,12,,07307 203789,"vetted; Verified; verified; Insurance
Verified",,"Glasgow, Edinburgh, West Scotland, Central Scotland & East Scotland",https://www.trustatrader.com/traders/kd-comms-aerial-satellite-installation-paisley-and-johnstone-north,trustatrader
"KD Comms, Glasgow",,Aerial Installer,"Glasgow, Edinburgh, West Scotland, Central Scotland & East Scotland",https://kdcomms.tv/,4.96,12,,07307 203789,"vetted; Verified; verified; Insurance
Verified",,"Glasgow, Edinburgh, West Scotland, Central Scotland & East Scotland",https://www.trustatrader.com/traders/kd-comms-audio-visual-installations-paisley-and-johnstone-north,trustatrader
