company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,years_experience,phone,verification_status,services,coverage_area,profile_url,source_platform
"Expert Carpet Cleaning Services, Oxford",,Cleaner,"Northamptonshire, Bedfordshire, Buckinghamshire, Berkshire, Cambridgeshire, Oxfordshire and Glou",https://expertcarpetcleaningservices.co.uk/,4.94,53,,07307 228439,"vetted; Verified; verified; Insurance
Verified",,"Northamptonshire, Bedfordshire, Buckinghamshire, Berkshire, Cambridgeshire, Oxfordshire and Glou",https://www.trustatrader.com/traders/rht-cleaning-ltd-t-a-expert-carpet-cleaning-services-carpet-upholstery-cleaning-oxford-east,trustatrader
Expert Carpet Cleaning Services,,Cleaner,"Northamptonshire, Bedfordshire, Buckinghamshire, Berkshire, Cambridgeshire, Oxfordshire and Glou",https://expertcarpetcleaningservices.co.uk/,4.94,53,,07307 228439,"vetted; Verified; verified; Insurance
Verified",,"Northamptonshire, Bedfordshire, Buckinghamshire, Berkshire, Cambridgeshire, Oxfordshire and Glou",https://www.trustatrader.com/traders/expert-carpet-cleaning-services-cleaning-domestic-commercial-oxford-east,trustatrader
The Right Clean,,Cleaner,"London, Hertfordshire and surrounding areas",http://www.therightclean.co.uk/,4.98,317,,07774 438 007,vetted; Verified; verified,,"London, Hertfordshire and surrounding areas",https://www.trustatrader.com/traders/the-right-clean-cleaning-domestic-commercial-hertsmere,trustatrader
The Right Clean,,Cleaner,"Bedfordshire, Hertfordshire, London and surrounding areas",http://www.therightclean.co.uk/,4.98,317,,07774 438 007,vetted; Verified; verified,,"Bedfordshire, Hertfordshire, London and surrounding areas",https://www.trustatrader.com/traders/the-right-carpet-clean-ltd-cleaning-domestic-commercial-hemel-hempstead-and-kings-langley,trustatrader
Allseal Cleaning Services Ltd,,Cleaner,all surrounding areas,https://all-seal.co.uk/,5.0,13,,07308 509067,"vetted; Verified; verified; Insurance
Verified",,all surrounding areas,https://www.trustatrader.com/traders/all-seal-cleaning-services-ltd-cleaning-domestic-commercial-southampton-east,trustatrader
ML Cleaning Services Ltd,,Cleaner,Polegate and surrounding area,https://www.ml-cleaning.co.uk/,5.0,19,9,07307 206873,vetted; Verified; verified,,Polegate and surrounding area,https://www.trustatrader.com/traders/ml-cleaning-cleaning-domestic-commercial-rother-north-and-wealden-south,trustatrader
Norfolk Cleaners Ltd,,Cleaner,North Norfolk,https://norfolkcleaners.co.uk/,4.98,9,,07360 279523,vetted; Verified; verified,,North Norfolk,https://www.trustatrader.com/traders/norfolk-cleaners-ltd-cleaning-domestic-commercial-north-norfolk-1,trustatrader
SB Carpet Clean,,Cleaner,Huntingdon & Cambridgeshire,https://sbcarpetclean.com/,4.98,154,,07723 332675,vetted; Verified; verified,,Huntingdon & Cambridgeshire,https://www.trustatrader.com/traders/sb-carpet-clean-cleaning-domestic-commercial-east-herts,trustatrader
Dominion Trade Ltd,,Cleaner,"Peterborough, Cambridge, Ipswich, Lincolnshire, Conventory",https://dominionepc.com/,4.98,30,,07458 943685,"vetted; Verified; verified; Insurance
Verified",,"Peterborough, Cambridge, Ipswich, Lincolnshire, Conventory",https://www.trustatrader.com/traders/dominion-trade-ltd-cleaning-domestic-commercial-peterborough-north,trustatrader
The Right Clean,,Cleaner,"Hertfordshire, London and surrounding areas",http://www.therightclean.co.uk/,4.98,317,,07774 438 007,vetted; Verified; verified,,"Hertfordshire, London and surrounding areas",https://www.trustatrader.com/traders/the-right-clean-cleaning-domestic-commercial-tring-berkhamstead-and-great-missenden,trustatrader
Crawfords Helping Hands Cleaning Service,,Cleaner,"Wigan, Warrington, St Helens & Greater Manchester",https://www.trustagarage.com/,5.0,12,,07360 277339,vetted; Verified; verified,,"Wigan, Warrington, St Helens & Greater Manchester",https://www.trustatrader.com/traders/crawfords-helping-hands-cleaning-service-cleaning-domestic-commercial-wigan-east,trustatrader
