company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,years_experience,phone,verification_status,services,coverage_area,profile_url,source_platform
MJ Security Systems Ltd,,Alarm Specialist,Beds,http://www.mjsecurity.co.uk/,4.94,37,45,07307 212770,"vetted; Verified; verified; Insurance
Verified",,Beds,https://www.trustatrader.com/traders/mj-security-systems-ltd-alarms-and-security-mid-bedfordshire-south-bedfordshire,trustatrader
DMC Installations Ltd,,Alarm Specialist,Dunmow and 30 Mile Radius,http://www.dmcinstallations.co.uk/,4.92,167,,07307 235030,vetted; Verified; verified,,Dunmow and 30 Mile Radius,https://www.trustatrader.com/traders/dmc-installations-ltd-alarms-security-chelmsford-north,trustatrader
BeeWise Security Essex,,Alarm Specialist,all of Essex,https://www.beewisesecurity.co.uk/,5.0,376,26,07307 228794,vetted; Verified; verified,,all of Essex,https://www.trustatrader.com/traders/beewise-security-essex-alarms-security-rochford-,trustatrader
Matrix Fire & Security Ltd,,Alarm Specialist,"Buckinghamshire, Berkshire, London, Bedfordshire, Hampshire, Hertfordshire, Oxfordshire, Surrey,",http://www.matrixfireandsecurity.co.uk/,4.68,99,,07360 279717,vetted; Verified; verified,,"Buckinghamshire, Berkshire, London, Bedfordshire, Hampshire, Hertfordshire, Oxfordshire, Surrey,",https://www.trustatrader.com/traders/matrix-fire-security-ltd-alarms-security-aylsebury-and-thame,trustatrader
Apex Plus Ltd,,Alarm Specialist,an 80-Mile Radius Of Central Bedfordshire,http://www.apexplus.co.uk/,4.88,39,,07307 256219,vetted; Verified; verified,,an 80-Mile Radius Of Central Bedfordshire,https://www.trustatrader.com/traders/apex-plus-ltd-fire-alarms-security-bedford-south,trustatrader
Essex Artisan Ltd,,Alarm Specialist,,,,,,,,,,https://www.trustatrader.com/traders/essex-artisan-ltd-alarms-security-maldon-chelmsford,trustatrader
Fire Door Specialists,,Alarm Specialist,Sussex and surrounding areas,https://firedoor-specialists.co.uk/,4.95,7,,07893 950190,vetted; Verified; verified,,Sussex and surrounding areas,https://www.trustatrader.com/traders/fire-door-specialists-alarms-security-rother-north-and-wealden-south,trustatrader
Impact Electrical & Security Systems Ltd,,Alarm Specialist,"Hertfordshire, Bedfordshire and Buckinghamshire",https://impactelectricalandsecurity.co.uk/,4.96,126,19,07307 206829,vetted; Verified; verified,,"Hertfordshire, Bedfordshire and Buckinghamshire",https://www.trustatrader.com/traders/impact-electrical-security-systems-ltd-alarms-security-bedford,trustatrader
Wrights Solutions,,Alarm Specialist,"Hertfordshire, Essex, London and surrounding areas",http://www.wrightssolutions.co.uk/,4.98,439,26,07360 267739,vetted; verified; Verified,,"Hertfordshire, Essex, London and surrounding areas",https://www.trustatrader.com/traders/wrights-solutions-alarms-security-watford,trustatrader
Mango Electrical,,Alarm Specialist,all surrounding areas,http://www.mangoelectrical.com/,4.95,142,,07307 210862,"vetted; Verified; verified; Insurance
Verified",,all surrounding areas,https://www.trustatrader.com/traders/mango-electrical-alarms-security-st-albans,trustatrader
JBM Fire & Security Ltd,,Alarm Specialist,all surrounding areas,https://jbmfiresecurity.co.uk/,4.94,9,,07307 257820,"vetted; Verified; verified; Insurance
Verified",,all surrounding areas,https://www.trustatrader.com/traders/jbm-fire-security-ltd-alarms-security-canterbury-coastal,trustatrader
Wrights Solutions,,Alarm Specialist,"Hertfordshire, Essex, London and surrounding areas",http://www.wrightssolutions.co.uk/,4.98,439,26,07360 267739,vetted; verified; Verified,,"Hertfordshire, Essex, London and surrounding areas",https://www.trustatrader.com/traders/wrights-solutions-alarms-security-dacorum,trustatrader
"Mayday Electrical, London",,Alarm Specialist,your next agreed job with this trader for free by registering for the TrustATrader Guarantee,https://maydayelectrical.co.uk/,4.95,79,,07307 260351,vetted; Verified; verified,,your next agreed job with this trader for free by registering for the TrustATrader Guarantee,https://www.trustatrader.com/traders/mayday-electrical-electricians-w8-w11-and-w14,trustatrader
ProtectU Fire & Security Ltd,,Alarm Specialist,"Dorset, Wiltshire, Hampshire and Somerset",http://www.protectufs.co.uk/,5.0,12,,07360 279592,vetted; Verified; verified,,"Dorset, Wiltshire, Hampshire and Somerset",https://www.trustatrader.com/traders/protectu-fire-security-ltd-alarms-security-east-dorset,trustatrader
"Wrights Solutions, Berkhamsted",,Alarm Specialist,"Hertfordshire, Essex, London and surrounding areas",http://www.wrightssolutions.co.uk/,4.98,439,26,07360 267739,vetted; verified; Verified,,"Hertfordshire, Essex, London and surrounding areas",https://www.trustatrader.com/traders/wrights-solutions-cctv-installations-dacorum-,trustatrader
"JBM Fire & Security Ltd, Herne Bay",,Alarm Specialist,all surrounding areas,https://jbmfiresecurity.co.uk/,4.94,9,,07307 257820,"vetted; Verified; verified; Insurance
Verified",,all surrounding areas,https://www.trustatrader.com/traders/jbm-fire-security-ltd-fire-alarms-security-canterbury-coastal,trustatrader
DGS Security Systems Ltd,,Alarm Specialist,"Worcestershire, Warwickshire and the West Midlands",https://www.dgs-security.co.uk/,5.0,8,,07360 267894,vetted; Verified; verified,,"Worcestershire, Warwickshire and the West Midlands",https://www.trustatrader.com/traders/dgs-security-systems-ltd-alarms-security-bromsgrove,trustatrader
RJ Burglar Alarms Ltd,,Alarm Specialist,West Midlands & Surrounding Areas,https://www.rjburglaralarms.co.uk/,4.96,248,30,07307 206417,vetted; Verified; verified,,West Midlands & Surrounding Areas,https://www.trustatrader.com/traders/rj-burglar-alarms-ltd-alarms-security-northfield,trustatrader
Active Alarms Ltd,,Alarm Specialist,Stourport DY13,http://n/A,4.96,183,,0772-07 72- 863,vetted; Verified; verified,,Stourport DY13,https://www.trustatrader.com/traders/active-alarms-alarms-security-solihull-often-silhil-st-alphege-knowle-packwood-shirley,trustatrader
Midland Digital Installations LTD,,Alarm Specialist,Birmingham and all areas in the West Midlands,http://midland-digital.co.uk/,4.93,14,,07307 281603,vetted; Verified; verified,,Birmingham and all areas in the West Midlands,https://www.trustatrader.com/traders/midland-digital-installations-ltd-alarms-security-solihul---castle-bromwich-kingshurst-smiths-wood-fordbridge-chelmsleywood-bickershill-meriden-elmdon-lymdon,trustatrader
Elite Access And Electrical Ltd,,Alarm Specialist,"West Midlands, Staffordshire, Shropshire, and Worcestershire",https://www.trustagarage.com/,4.91,50,,07360 278754,vetted; Verified; verified,,"West Midlands, Staffordshire, Shropshire, and Worcestershire",https://www.trustatrader.com/traders/elite-access-and-electrical-ltd-alarms-security-stourbridge-,trustatrader
Midland Aerial Services,,Alarm Specialist,"Coventry, Warwickshire, and the West Midlands",https://midlandaerialservices.co.uk/,4.99,47,,07360 493980,"vetted; Verified; verified; Insurance
Verified",,"Coventry, Warwickshire, and the West Midlands",https://www.trustatrader.com/traders/midland-aerial-services-alarms-security-coventry-west,trustatrader
Wrights Solutions,,Alarm Specialist,"Bedfordshire, Hertfordshire, Essex, London and surrounding areas",http://www.wrightssolutions.co.uk/,4.98,439,26,07360 267739,vetted; verified; Verified,,"Bedfordshire, Hertfordshire, Essex, London and surrounding areas",https://www.trustatrader.com/traders/wrights-solutions-alarms-security-luton,trustatrader
Stronghold Security Systems Ltd,,Alarm Specialist,"all Northamptonshire, Leicestershire and Buckinghamshire areas",http://www.strongholdsecuritysystems.co.uk/,4.93,132,20,07307 253156,"vetted; Verified; verified; Insurance
Verified",,"all Northamptonshire, Leicestershire and Buckinghamshire areas",https://www.trustatrader.com/traders/stronghold-security-alarms-and-security-corby-east-northamptonshire,trustatrader
Omnisec Ltd,,Alarm Specialist,"Nottingham, Derby, Leicester and the East & West Midlands",https://omnisec-locksmiths.co.uk/alarm-installation-nottingham/,4.95,23,,01157 722 687,vetted; Verified; verified,,"Nottingham, Derby, Leicester and the East & West Midlands",https://www.trustatrader.com/traders/omnisec-ltd-alarms-security-lenton,trustatrader
Wrights Solutions,,Alarm Specialist,"Hertfordshire, Essex, London and surrounding areas",http://www.wrightssolutions.co.uk/,4.98,439,26,07360 267739,vetted; verified; Verified,,"Hertfordshire, Essex, London and surrounding areas",https://www.trustatrader.com/traders/wrights-solutions-alarms-security-chilterns,trustatrader
Kingsleys Fire and Security Limited,,Alarm Specialist,"Telford, Shropshire, Stoke on Trent, Staffordshire, West Midlands and surrounding areas",https://www.trustagarage.com/,4.95,7,,07476 977480,"vetted; Verified; verified; Insurance
Verified",,"Telford, Shropshire, Stoke on Trent, Staffordshire, West Midlands and surrounding areas",https://www.trustatrader.com/traders/kingsleys-fire-and-security-limited-alarms-security-stoke-market-drayton-and-eccleshall,trustatrader
Apex Plus Ltd,,Alarm Specialist,Stoke-on-Trent and surrounding areas,http://www.apexplus.co.uk/,4.88,39,,07307 256219,vetted; Verified; verified,,Stoke-on-Trent and surrounding areas,https://www.trustatrader.com/traders/apex-plus-ltd-alarms-security-stoke-on-trent-north,trustatrader
Concept One Source Solution Ltd,,Alarm Specialist,all of Derbyshire,https://www.conceptgroup.uk/,4.97,6,,07308 501998,vetted; Verified; verified,,all of Derbyshire,https://www.trustatrader.com/traders/concept-one-source-solution-ltd-alarms-security-derby-north-east,trustatrader
Aksa Security Ltd,,Alarm Specialist,"Derby, Nottingham, Burton and Stoke on Trent",https://aksasecurity.co.uk/,4.88,7,20,07360 496960,vetted; Verified; verified,,"Derby, Nottingham, Burton and Stoke on Trent",https://www.trustatrader.com/traders/aksa-security-ltd-alarms-security-derby-north-east,trustatrader
Rotec Alarms Ltd,,Alarm Specialist,Gatley and a 10 mile radius,https://rotecalarms.co.uk/,4.99,107,,07307 257219,"vetted; Verified; verified; Insurance
Verified",,Gatley and a 10 mile radius,https://www.trustatrader.com/traders/rotec-alarms-ltd-alarms-security-stockport-west,trustatrader
Burgess Security Systems Ltd  (BSSL),,Alarm Specialist,Manchester and all of the Northwest,http://www.burgess-security.co.uk/,4.93,128,,07307 229411,"vetted; Verified; verified; Insurance
Verified",,Manchester and all of the Northwest,https://www.trustatrader.com/traders/burgess-security-systems-ltd-bssl-alarms-security-salford,trustatrader
ARG Telecommunications,,Alarm Specialist,"Bolton, Manchester, Greater Manchester, Lancashire,",https://argtelecoms.co.uk/,5.0,20,,07307 298691,vetted; Verified; verified,,"Bolton, Manchester, Greater Manchester, Lancashire,",https://www.trustatrader.com/traders/arg-telecommunications-alarms-security-bolton-north,trustatrader
Firefly Integrated Solutions Ltd,,Alarm Specialist,50 mile radius of Rochdale,http://www.fireflyisl.com/,4.99,93,,07307 211884,vetted; Verified; verified,,50 mile radius of Rochdale,https://www.trustatrader.com/traders/firefly-integrated-solutions-ltd-alarms-security-rochdale,trustatrader
"Rotec Alarms Ltd, Cheadle",,Alarm Specialist,Gatley and a 10 mile radius,https://rotecalarms.co.uk/,4.99,107,,07307 257219,"vetted; Verified; verified; Insurance
Verified",,Gatley and a 10 mile radius,https://www.trustatrader.com/traders/rotec-alarms-ltd-cctv-installations-stockport-west,trustatrader
Advanced Connectivity Ltd,,Alarm Specialist,the Northwest,http://advancedconnectivity.co.uk/,4.95,6,,07883 320421,"vetted; Verified; verified; Insurance
Verified",,the Northwest,https://www.trustatrader.com/traders/advanced-connectivity-ltd-alarms-security-fleetwood-and-thornton,trustatrader
Elite Electrical and Security Services,,Alarm Specialist,North East England,https://www.trustagarage.com/,5.0,7,,07308 504750,"vetted; Verified; verified; Insurance
Verified",,North East England,https://www.trustatrader.com/traders/elite-electrical-and-security-services-alarms-security-morpeth,trustatrader
